label,id,text,coordinates
1,1.27E+18,@patkiernan Traffic,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,"RT @DrinksWithJosh: We drank it, we reviewed it, so you know where we stand. But we ask you, loyal citizens of Drink Mountain, is Gogurt a…",
0,1.27E+18,"RT @rapplerdotcom: LOOK: A man walks along Aurora Boulevard, Cubao on Tuesday, June 16 due to lack of available public transportation modes…",
0,1.27E+18,"RT @5DChocolates: 🍍 + 🍅 = Honolulu

This is the name of our latest #chocolate creation - made with our own #pineapple jam layered on top of…",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,RT @gryffinwhor3: sweater weather//the neighbourhood will 4ever be a jam 🖤,
1,1.27E+18,@DaleneLa_Shawn @NoahFinneburgh @GavinNewsom You're asking why California has traffic?,
0,1.27E+18,"RT @somegoodnews: 👋 That's @BJFritz21! 👋

Here's his story: https://t.co/BHyFTuuZuh",
0,1.27E+18,"RT @SharmaRashmi17: Where r the so called feminist ?

Dahi jam geya kya muhn me ?

This ""Sadak Chaap"" mawali is Bhim army chief ! Look at h…",
1,1.27E+18,NAIAx Traffic Update as of 12:00 PM: Toll Plazas and On/Off Ramps: Light.,
0,1.27E+18,RT @BiodunFord: That new jam by Prettyboydo X Olamide is the tweet,
0,1.27E+18,"RT @citizentvkenya: Wilson Sossion, Sec Gen, KNUT: Social distance will be maintained beyond COVID-19 in schools, the class sizes must be r…",
0,1.27E+18,@ABC Because Pearl Jam is playing a concert soon and they are pissed that they have more fans than Dumps inauguration. Suck it!!!!,
0,1.27E+18,"@Mbahdeyforyou Literally cried the moment I listened to the jam, the talent is deep!! 🔥🔥🔥",
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,"Overnight until 6 AM in the NW, girder installation on 16th Ave near Stoney Tr has a single alternating lane of tra… https://t.co/t1kDhrGn7Q",
0,1.27E+18,@didiiiask I still jam but man I get a lil sad 😂,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,"RT @ZoeTillman: On police stops and air fresheners. Yup, the tree-shaped kind. https://t.co/Ptcj7k80NM",
0,1.27E+18,Smelling weed on 288 while in bumper to bumper traffic &gt;&gt;&gt; lmao i feel ya,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,"RT @TRTWorldNow: DEVELOPING: One officer killed, one other injured after suspect opens fire during routine traffic stop in New Zealand's Au…",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @prezzafp: RETWEET THIS AND MAKE SURE YOU'RE FOLLOWING ME SO I CAN ADD YOU TO THE 1D JAM PARTY GC #ONEDIRECTIONJAMPARTY https://t.co/fWm…,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,Things to be considered.,
0,1.27E+18,RT @Irynaaa_V: Have you ever seen 273?,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,"RT @RealJamesWoods: A Washington, D.C.-based Black Lives Matter group is calling on residents of the nation’s capital to obstruct traffic a…",
0,1.27E+18,"RT @GrowerKen: @LisaMei62 @parscale POTUS and current POTUS related issues are the only reason I ever open up TWTR. 

I bet if he bailed TW…",
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,RT @511PAHarrisburg: UPDATE: Moving roadwork on PA 581 eastbound between (Beginning Of US 11/PA 581) and (End Of US 11/PA 581).  There is a…,
0,1.27E+18,@KelemenCari @MaybeAmes @realDonaldTrump @MindfulObserve1 Manipulated media? You just need to look other than googl… https://t.co/yCcfaDPkBP,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,Yes. 4 people now involved in accident because of imaginary lane Larry. In Europe and especially England it’s even… https://t.co/s9zr7dxdSr,
1,1.27E+18,RT @STcom: New Zealand police officer shot dead during routine traffic stop https://t.co/YXuSEhW8od,
0,1.27E+18,//Hey so you know how Dark choco  went to find the strawberry jam so ward but strawberry jam is blood in this unive… https://t.co/XqmsC1Fusq,
0,1.27E+18,@agwu_ddp Mayorkun be hot on every jam guy 😭,
0,1.27E+18,RT @TheDemCoalition: Looks like the mask-less #MAGA #COVIDiots in line for the jam-packed indoor @realDonaldTrump rally in Tulsa on Saturda…,
0,1.27E+18,@anthonyalsop The Trip to Greece actually. I’d prefer Space Jam.,
0,1.27E+18,"Guest who is this.
Bikinnya 2 jam😭 https://t.co/6Cmsh0Aq1N",
0,1.27E+18,RT @tloraxinx: My head was so full with this fanfic I just had to make something out of it...  😭😭😭 future SenGen is really my jam ahshsgff…,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,"Uhh... Kinda rolled around in and out of sleep scrolling on news feeds, so... Imma shor short stream probably aimin… https://t.co/5CjZ6YzWZO",
0,1.27E+18,"hello ph moot!!! if u want to bake something with ube or u just miss the taste of ube, im happy to say that we are… https://t.co/v6gAYbU294",
1,1.27E+18,"RT @DrSamiSchalk: #Thread: If you were not part of planning the protest, if you were not given a role to do security, crowd control, traffi…",
0,1.27E+18,"RT @OakBayPolice: 12:45am on Beach Dr in #OakBay. Another ""N"" driver with 3 passengers. Fortunately, nobody died. One injured &amp; taken in am…",
0,1.27E+18,RT @DenaeSpeaks: if this ain’t me. almost went to jail for this shit right here 😂,
1,1.27E+18,"RT @MayorofLondon: We've now approved 3 rounds of funding for my #SteetspaceLDN plan to keep our roads free from congestion, supporting 508…",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,"@CapitalFMUganda 
Now that lady that @LuckyMbabazi pranked this mng, are we sure the relationship with her man is s… https://t.co/bZBvgsWqUK",
1,1.27E+18,@cierra_b I hate LA traffic!,
0,1.27E+18,RT @OTAKUGOD270: Skate cool and all but I need def jam back https://t.co/8juycmIUYO,
1,1.27E+18,"National mps be like: 

TRAFFIC LIGHTS ARE GREEN PARTY PROPAGANDA!!THEYRE TRYING TO GET US THINKING GREEN IS GOOD A… https://t.co/IgYtYPHA3S",
0,1.27E+18,RT @Unfreakin: .@realdonaldtrump   THIS IS TAXPAYER MONEY   Stop trying to buy your re-election,
0,1.27E+18,RT @jaythenerdkid: [stares in fourth amendment] https://t.co/JbUw9Vv3YU,
0,1.27E+18,Jalen loved that Take Care album so much I can’t jam it the same,
0,1.27E+18,"RT @sycnation: @RealMattCouch @dahboo7 @GrantMerrill https://t.co/OishVc6Xqc
For anyone doubting the story",
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,"RT @TulsaPolice: 🚨CURFEW IN EFFECT FOR DOWNTOWN🚨

As part of our preparations for President Trump’s Rally this Saturday, we are working on…",
0,1.27E+18,.@GabbyBarrett_'s debut album #Goldmine is available everywhere NOW! ✨ Give it a listen and drop a comment with you… https://t.co/5cTPbdVUhm,
0,1.27E+18,Ed Valentine of @BigBlueView joins me on today's show to talk about a very unusual Giants off-season.… https://t.co/oUdlbNALBV,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,"[June 18, 2020 at 8:57 pm] Dance Of The Clairvoyants by Pearl Jam",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,RT @SarukaiWolf: Jammin' Jam!💥🔥 #GuiltyGear https://t.co/kuGD9fKdQz,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,@xomariahalexa 😂🤣. I think we all have a soft spot for that corner...Surprised by the high turnover given how much… https://t.co/i9YpH0n2Qi,
0,1.27E+18,"OK, 321 LET’S JAM",
0,1.27E+18,"RT @TulsaPolice: 🚨CURFEW IN EFFECT FOR DOWNTOWN🚨

As part of our preparations for President Trump’s Rally this Saturday, we are working on…",
0,1.27E+18,Day one of #CiscoLive was jam-packed. Watch a recap of today's events! #Cisco https://t.co/Aj6isxQlKN,
0,1.27E+18,"@Mariolegend_ Great games. I was also a big fan of Doom, MKII and NBA Jam.",
0,1.27E+18,"RT @Graenni: Heard the one about Hillary’s campaign laundering $84 million? 

Look it up. It’s in The Federalist.  I’m not posting here so…",
0,1.27E+18,"RT @WCgameco: @mrmatthew https://t.co/SH2FEyyoWP #hexjam just started today! Making rpgs with hexagons or hex tile packs, tabletop games on…",
0,1.27E+18,Finally! If only Gustav Holst was black too. Jupiter is my jam,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,RT @dhn_fs: telponan lama sampe 300 jam doesn't make her stay,
0,1.27E+18,"RT @pyramidrews: so def jam is again sabotaging justin because he is releasing the music he likes, after journals was only available of itu…",
0,1.27E+18,Pearl Jam @PearlJam 01-26-2014 Sydney Australia Art by Jeff Soto @jeffsotoart #JeffSoto #PearlJam… https://t.co/QSEcuzUTNi,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,GSK Consumer Healthcare Issues Voluntary Nationwide Recall of Children's Robitussin&amp;reg; Honey Cough and Chest Conge https://t.co/PjaEWk9Xkl,
0,1.27E+18,"Jam starting: Untitled Game Jam #26
https://t.co/S2p30h9JPo #UntitledGameJam",
0,1.27E+18,"RT @SharmaRashmi17: Where r the so called feminist ?

Dahi jam geya kya muhn me ?

This ""Sadak Chaap"" mawali is Bhim army chief ! Look at h…",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
1,1.27E+18,The people camped out for rally have been moved a few blocks away. Barricades are being set up. Streets are blocked… https://t.co/dZSca6Cm6R,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,Trust our team of experts at Digital Mavens Marketing who specialize in funnel automation. Let us help you multiply… https://t.co/ERL5daEVqO,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,@OwenRosheo SIC ILL - Jam (Sir Mix-A-Lot PARODY) [link] https://t.co/D6kH4URybu,
1,1.27E+18,"RT @DrSamiSchalk: #Thread: If you were not part of planning the protest, if you were not given a role to do security, crowd control, traffi…",
0,1.27E+18,@_dcka Ahhh. Nah I’m grabbing Xbox for halo but my cousins then grabbing PS5. We can jam skate 4,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,"Like&amp;Fly w/Simulation and Aviation 
Sydney domestic passenger traffic rises by 25% https://t.co/fAZRWgNfgA",
0,1.27E+18,"@lavrys @daveforparks @ParkBoard 20%+ of the regional pop is either unemployed or working from home, of course pede… https://t.co/UmUNlIJw9w",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
1,1.27E+18,RT @IRNRadioNews: At 5 with Ana - A police officer has been shot dead and another injured during a routine traffic stop in New Zealand.,
1,1.27E+18,"At current rate US Airline traffic will be back to normal by June 2021. I think it will be much faster, this doesn'… https://t.co/UBk2OpHNIm",
0,1.27E+18,"RT @hgfargo: @rdrhwke Instead of calling out-sick, Atlanta cops should get lazy. Don't write traffic tickets. Sit in your vehicle next to b…",
0,1.27E+18,JAM Invitational Exhibit Artist Feature - Jody Brown https://t.co/QB6Zh1sKrr https://t.co/gktCVcYYfI,
0,1.27E+18,"RT @JLJLovesRVA: In 2002, Jeramy Gilliam, a Black father of a small child, with no criminal record beyond traffic violations, was detained…",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,RT @JrAnthoony_: Wizkid should have kept JAM for mil😥,
1,1.27E+18,"RT @DrSamiSchalk: #Thread: If you were not part of planning the protest, if you were not given a role to do security, crowd control, traffi…",
0,1.27E+18,RT @MelodyDanii: Almost finished with this Russell Simmons doc and everything aside Drew Dixon did some amazing things at Def Jam &amp; Arista.,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,RT @__xococo: Hope Taran gets every penny he’s suing for!,
0,1.27E+18,AT-GRADE NB Traffic Update as of 12:00 PM: Alabang viaduct to Muebles Italiano: Heavy; Muebles Italiano to Magallanes: Light.,
0,1.27E+18,RT @markwwang: Mizuno facemask launches on Shopify! (I registered). Massive traffic. https://t.co/pZRi39GwKn,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,"Jam starting: TPS Official Game Jam #003
https://t.co/g06Hz6hDBf",
0,1.27E+18,"RT @DeputyGriff_SRO: Tell me... would you do this job if knowing a “simple” traffic stop could end your life??? EVERY stop, EVERY call we a…",
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,RT @DUCE51298: Exactly why I let niggas hop out the car first😂😂 https://t.co/oAZLULU9sV,
0,1.27E+18,RT @TheOliveKnife: China has opened another front against India with sustained DDOS (distributed denial of service) attacks on Indian websi…,
0,1.27E+18,RT @TheDemCoalition: Looks like the mask-less #MAGA #COVIDiots in line for the jam-packed indoor @realDonaldTrump rally in Tulsa on Saturda…,
0,1.27E+18,Summer walker album still jam,
0,1.27E+18,"38 Ways to Drive Massive Traffic to Your Round-up Blog Posts...

https://t.co/CA3Q3Vx72x",
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,@djbchill @SIC_ILL_FANARMY SIC ILL - Jam (Sir Mix-A-Lot PARODY) [link] https://t.co/D6kH4URybu,
0,1.27E+18,Still having problem with the kill switch | Heavy traffic on Zabarte Road https://t.co/jcoYp7rqhF via @YouTube,
0,1.27E+18,OK 3 2 1 LET’S JAM,
0,1.27E+18,Chicago traffic 101😭😭,
0,1.27E+18,"I thinks had almost busy the people didn't hardly care who to did it, some artists loss of traffic compared for new artwork theirs own.",
0,1.27E+18,"RT @atambala: Burna boy killed this rmx 🔥 
Jerusalema was a jam but burna don turn am to HIT 🤞 https://t.co/seuLyMGExn",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,"@realDonaldTrump 
Haha this dumb bitch spent his whole day tweeting the fuckin weekly list of traffic developments… https://t.co/qGkCRKD6fS",
1,1.27E+18,New Zealand police officer shot dead during routine traffic stop https://t.co/9aXLKBD8fn,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,@Freedom4bd @MarshaStanley03 @KPalguta @Garrett_Archer @PrescottVly There is no such thing as less traffic in Presc… https://t.co/UFg1ml5g6N,
0,1.27E+18,"@sardesairajdeep @htTweets *Vindicates Devotion &amp; Loyalty to Dynasty.
*Nehru appropriation is one way traffic..and… https://t.co/f40CEKqQ63",
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,"RT @ChronixxMusic: ""Jam"" needs a visual my brother @wizkidayo",
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,RT @KollegeKidd: She got out that jam 🏃🏾‍♀️😂 https://t.co/Hger9Vvqqh,
0,1.27E+18,This me 🤦🏾‍♂️,
0,1.27E+18,RT @mistermoonin: Doodle with Namseok &amp; strawberry jam🍓 https://t.co/vfhDgNZTvw,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,@myownbed @ellenpelican @_ReaalAmerican_ @mattgaetz Special rush hour traffic offer perhaps,
0,1.27E+18,Traffic racer,
0,1.27E+18,"6/18/2020@11:57 PM: HAZARD IN HIGH TRAFFIC AREA at 33.4775558276727,-82.0858027843428 https://t.co/1aQxlf9odt",
0,1.27E+18,"Jam a butt plug up your cuck and milk him while he's still locked in chastity

Guaranteed to be his most frustratin… https://t.co/wUgqIjbbPy",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,"RT @LizaLutzker: The execution of this program by @CityofBerkeley has been embarrassing, to say the least. 

We at @WalkBikeBerk are pushin…",
0,1.27E+18,@realDonaldTrump @nevadadot @USDOT Maybe you can be a crossing grade in prison. You love moving traffic so much. Ju… https://t.co/nMCys2YqAl,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,"hello ph moot!!! if u want to bake something with ube or u just miss the taste of ube, im happy to say that we are… https://t.co/I8VUCyshGm",
0,1.27E+18,James Gandolfini once threatened to beat up Harvey Weinstein https://t.co/kdFDMjwQSG via @pagesix,
0,1.27E+18,"RT @PearlJam: Pearl Jam will support @AllInWA2020 and perform during the #AllinWA: A Concert for COVID-19 Relief on June 24th.

Tune in at…",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @SarukaiWolf: Jammin' Jam!💥🔥 #GuiltyGear https://t.co/kuGD9fKdQz,
0,1.27E+18,".@TulsaPolice @gtbynum Is there a media exception to this? 
https://t.co/teQntXscKF

@rcfp @Joey_Senat #FOI",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,"#Canterbury
Bus Stop Closure (St Martin's Hill) Windmill Road stops. 
08th June - 17th July 2020

Due to temporary… https://t.co/9uvPZ1XSpa",
0,1.27E+18,RT @SarukaiWolf: Jammin' Jam!💥🔥 #GuiltyGear https://t.co/kuGD9fKdQz,
1,1.27E+18,RT @AnimalsWorId: A traffic jam in South Africa https://t.co/dcMZOF4Akh,
0,1.27E+18,RT @JesseCharlesLee: The fact that the White House has a carefully laid-out communications play around state transportation grants through…,
0,1.27E+18,RT @thinking_panda: A mother asked a traffic policeman for help. Her kid was convulsing because of a sudden illness. The officer sent them…,
1,1.27E+18,@_ThanhBeast 😂😂 nah they said it was going to cause to much traffic,
0,1.27E+18,RT @realDonaldTrump: $40M proposed to @AnokaCounty in Minnesota from @USDOT for the Ramsey Gateway Project on US Highway 10/169. Will help…,
0,1.27E+18,"I forgot how much of a jam Downtown is, and I still don't understand the hate for it.",
0,1.27E+18,"This week has been jam packed it feels like. 😂 

Like losing track of what day it is jam packed. 🙃",
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,Traffic Management Sim Urban Flow Drives Onto Nintendo Switch On June 26 RESTOCK HERE ==&gt; https://t.co/TJtAjVkPY6… https://t.co/WRkaQkJhcx,
0,1.27E+18,@chealsye Tomato season is my jam!,
1,1.27E+18,"RT @wnct9: Two men have been arrested on outstanding warrants after a traffic stop in Pitt County,https://t.co/3krbV0nrLt",
0,1.27E+18,RT @JoyceWhiteVance: Trump has 21 of these gameshow-host-giving-away-prizes tweets tonight. But he's not giving anyone anything. This is ta…,
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,@Robert47728741 @BirdingTrip @goldfinger @Arriadna @davidmweissman @BarackObama @JoeBiden Yep. If Christians cannot… https://t.co/2rCO0FAzmQ,
0,1.27E+18,It feels weird to turn to a nihilistic show like Bojack for comfort but there's something extremely carthartic abou… https://t.co/TCE61UaNrx,
0,1.27E+18,"A sub, roundabout/traffic circle, faucet/sink, daddy long legs",
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
0,1.27E+18,Supernova Girl is still a jam tho,
1,1.27E+18,RT @tanniej_: In case anyone wants proof that white privilege does exist. How a White mass shooter VS   a POC with a traffic stop is treate…,
0,1.27E+18,RT @realDonaldTrump: I’m proposing a $50M award to @nevadadot from @USDOT to reconstruct the Tropicana Avenue/I-15 interchange. So importan…,
0,1.27E+18,RT @Patricia_Traina: Ed Valentine of @BigBlueView joins me on today's show to talk about a very unusual Giants off-season. https://t.co/orD…,
0,1.27E+18,"RT @michaeljackson: “I had to meet with the local police chief and everything else without revealing who was in the video, so we portrayed…",
0,1.27E+18,RT @realDonaldTrump: I’m designating $56.8M to @DelawareDOT to construct a redesigned interchange at I-95 and SR 896 in New Castle County.…,
1,1.27E+18,All lanes are now open I-10 West at Acadian Thruway. Traffic congestion is minimal.,
0,1.27E+18,"RT @RealJamesWoods: A Washington, D.C.-based Black Lives Matter group is calling on residents of the nation’s capital to obstruct traffic a…",
0,1.27E+18,"@THEVanHoozer I vote dried coconut, a dollop of mixed berry jam, or a lil almond butter. Go big or go home",
0,1.27E+18,RT @JoyceWhiteVance: Trump has 21 of these gameshow-host-giving-away-prizes tweets tonight. But he's not giving anyone anything. This is ta…,
0,1.27E+18,RT @_krizchen: “gravity rides everything” is an all time jam 💜,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,@_jamyyogurtt Happy birthday jam😘,
0,1.27E+18,"RT @RealJamesWoods: A Washington, D.C.-based Black Lives Matter group is calling on residents of the nation’s capital to obstruct traffic a…",
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
0,1.27E+18,I get everlasting Traffic for Every Season from https://t.co/Jm390g9dai,
0,1.27E+18,"@my2k Naaaah, because now you're a cool ""Jam""?🎵🎶",
0,1.27E+18,"Here’s a QUICK and EASY Way Of Getting FREE, Targeted Traffic… Today: https://t.co/iZvUcBKeLM",
0,1.27E+18,RT @realDonaldTrump: Great things coming to Arkansas! $40M to be awarded to @myARDOT from @USDOT to reconstruct and improve US 67 in @Pulas…,
1,1.27E+18,RT @HaHaDavis: How People Be In Traffic when you blow the horn at them #HaHaDavis https://t.co/hGO9CChHnH,
0,1.27E+18,"RT @mrgermskiller: 1/5: SocialPay was not a code and jam work. That's an insult to several months of ideation and iteration to perfect it,…",
